index,tollbooth_name,way,highway,km,coords,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
178-09,ent. san miguel,la venta-ent. san miguel,mex-057d,4.0,"19.635393,-99.205101",8364,0.4,76.3,0.0,0.6,5.9,3.8,0.7,9.3,0.6,0.1,0.0,2.3,0.0,3061325,7.6,7.7,8.1,8.4,8.7,7.9,8.4,8.8,8.5,9.0,8.6,8.3
179-01,lago de guadalupe,lechería-lago de guadalupe,mex-057d,5.0,"19.610019,-99.236505",5932,8.7,88.6,0.0,0.7,1.5,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2171219,8.8,8.6,8.7,8.7,8.9,8.1,7.9,8.7,8.4,7.9,7.4,7.9
179-02,lago de guadalupe,ent. san miguel-lago de guadalupe,mex-057d,5.0,"19.610019,-99.236504",1642,5.7,91.4,0.0,0.1,1.8,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,600972,8.5,8.0,8.2,8.3,8.4,8.5,8.3,8.6,8.2,8.1,8.0,8.9
179-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,mex-057d,5.0,"19.610021,-99.236504",8,2.7,92.5,0.0,0.1,2.5,1.4,0.0,0.4,0.1,0.0,0.0,0.3,0.0,2842,7.9,6.9,8.9,7.3,9.3,6.2,6.3,10.1,9.0,10.6,8.4,9.1
179-04,lago de guadalupe,madín-lago de guadalupe,mex-057d,5.0,"19.608818,-99.237092",1983,4.3,94.3,0.0,0.0,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725701,8.1,8.2,7.9,8.5,8.8,7.6,7.7,8.7,9.0,9.2,8.4,7.9
179-05,lago de guadalupe,san mateo nopala-lago de guadalupe,mex-057d,5.0,"19.608820,-99.237091",139,4.2,83.5,0.0,0.0,8.4,3.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,50742,7.8,7.5,8.4,7.8,9.5,7.6,8.0,9.7,8.6,9.5,7.8,7.8
179-06,lago de guadalupe,atizapán-lago de guadalupe,mex-057d,5.0,"19.608820,-99.237091",749,5.0,92.1,0.0,0.1,1.9,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,274187,8.0,8.0,9.6,8.6,8.4,7.9,7.6,8.7,8.9,8.5,7.8,8.0
179-07,lago de guadalupe,chamapa-lago de guadalupe,mex-057d,5.0,"19.608817,-99.237091",403,2.6,88.3,0.0,0.1,5.7,2.1,0.1,1.0,0.1,0.0,0.0,0.0,0.0,147535,7.3,7.1,7.2,7.2,8.8,7.2,7.4,10.3,9.6,10.8,8.3,8.8
179-08,lago de guadalupe,la venta-lago de guadalupe,mex-057d,5.0,"19.608817,-99.237090",4496,0.3,94.0,0.0,0.9,2.7,1.4,0.1,0.5,0.1,0.0,0.0,0.0,0.0,1645691,7.4,7.9,8.0,8.7,8.7,8.2,8.0,8.7,9.0,8.9,8.5,8.0
179-09,lago de guadalupe,interlomas-lago de guadalupe,mex-057d,5.0,"19.608817,-99.237088",159,3.5,94.3,0.0,0.1,1.5,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,58159,7.8,8.3,7.8,8.5,9.0,7.9,8.5,9.1,8.9,8.7,8.0,7.5
179-10,lago de guadalupe,huixquilucan-lago de guadalupe,mex-057d,5.0,"19.608815,-99.237089",145,4.6,92.8,0.0,0.0,2.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,53247,8.4,8.3,8.1,8.7,8.9,7.7,8.1,8.6,8.7,8.7,7.9,7.9
179-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,mex-057d,5.0,"19.608817,-99.237088",8,4.5,90.3,0.0,0.1,3.2,1.5,0.0,0.3,0.0,0.0,0.0,0.1,0.0,2920,15.3,5.7,7.2,6.0,8.5,6.5,5.9,9.9,8.4,11.2,6.9,8.5
179-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,mex-057d,5.0,"19.608819,-99.237088",693,3.3,95.3,0.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253648,7.3,7.9,7.5,8.6,9.1,7.3,7.7,9.1,9.6,9.6,8.5,7.8
180-01,atizapán,lechería-atizapán,mex-057d,9.85,"19.582544,-99.271109",1808,7.7,79.6,0.0,1.9,4.4,2.6,0.1,3.5,0.2,0.0,0.0,0.0,0.0,661779,8.8,8.5,9.4,8.5,8.8,8.0,7.5,8.6,7.9,8.3,7.8,7.9
180-02,atizapán,ent. san miguel-atizapán,mex-057d,9.85,"19.582544,-99.271108",1526,5.7,85.0,0.0,0.2,4.1,2.2,0.1,2.0,0.6,0.0,0.0,0.1,0.0,558647,7.8,7.1,8.3,7.4,8.4,7.5,7.1,10.0,9.8,9.9,8.0,8.7
180-03,atizapán,madín-atizapán,mex-057d,9.85,"19.582544,-99.271108",6434,11.2,86.1,0.0,1.3,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354909,7.9,7.6,7.7,8.1,8.6,7.9,8.0,8.9,9.3,9.5,8.3,8.2
180-04,atizapán,san mateo nopala-atizapán,mex-057d,9.85,"19.582544,-99.271109",244,6.5,84.2,0.0,0.3,7.2,1.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,89342,8.1,7.9,8.6,8.3,8.6,8.1,8.0,9.0,8.7,9.1,7.8,7.8
180-05,atizapán,chamapa-atizapán,mex-057d,9.85,"19.582544,-99.271108",747,4.4,87.9,0.0,0.2,4.3,1.9,0.1,0.8,0.4,0.0,0.0,0.0,0.0,273343,8.0,7.5,8.0,7.7,8.6,8.0,7.4,8.9,8.8,9.4,8.4,9.3
180-06,atizapán,lago de guadalupe-atizapán,mex-057d,9.85,"19.582544,-99.271109",495,6.1,90.1,0.0,0.2,2.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,181298,7.7,7.7,11.4,8.1,9.2,7.8,7.2,8.8,9.0,9.3,6.8,7.0
180-07,atizapán,la venta-atizapán,mex-057d,9.85,"19.582544,-99.271108",2599,0.6,87.4,0.0,0.6,4.8,3.0,0.1,2.9,0.5,0.0,0.0,0.1,0.0,951063,7.8,7.7,8.4,8.6,8.6,8.7,8.7,8.3,8.1,8.7,8.3,8.1
180-08,atizapán,interlomas-atizapán,mex-057d,9.85,"19.582545,-99.271108",201,8.3,89.4,0.0,0.1,1.6,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,73548,6.9,6.5,6.3,6.6,8.5,6.7,7.2,11.2,11.7,12.0,8.2,8.2
180-09,atizapán,huixquilucan-atizapán,mex-057d,9.85,"19.582544,-99.271109",278,8.3,88.7,0.0,0.1,1.8,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,101898,7.8,7.4,7.5,7.5,8.6,7.4,7.5,10.1,9.8,10.1,8.0,8.3
180-10,atizapán,atizapán-atizapán retorno,mex-057d,9.85,"19.582544,-99.271108",23,7.6,84.9,0.0,0.1,2.8,1.8,0.0,2.5,0.3,0.0,0.0,0.0,0.0,8470,6.6,5.2,7.0,6.8,7.6,11.1,7.7,9.2,9.0,13.1,8.3,8.4
180-11,atizapán,lomas verdes-atizapán,mex-057d,9.85,"19.582544,-99.271107",2230,7.5,89.5,0.0,0.1,2.2,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,816118,7.2,7.1,7.2,7.3,8.4,7.3,7.5,10.2,10.5,10.6,8.2,8.5
181-01,madín,chamapa-madín,mex-057d,13.8,"19.544714,-99.277052",747,5.6,87.1,0.0,0.1,4.9,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,273509,8.3,7.9,7.8,8.1,8.6,8.0,8.1,8.8,8.4,8.9,8.6,8.5
181-02,madín,san mateo nopala-madín,mex-057d,13.8,"19.544712,-99.277052",488,7.2,80.0,0.0,0.1,10.0,2.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,178665,8.2,8.5,8.6,8.2,8.7,8.2,8.7,8.3,8.1,8.2,8.2,8.1
181-03,madín,lechería-madín,mex-057d,13.8,"19.548807,-99.277389",731,4.4,90.6,0.0,0.2,2.2,1.3,0.1,1.0,0.2,0.0,0.0,0.0,0.0,267695,9.1,8.9,8.9,8.4,8.7,7.5,7.3,8.6,8.0,8.2,7.8,8.6
181-04,madín,atizapán-madín,mex-057d,13.8,"19.548806,-99.277387",6497,10.8,87.0,0.0,1.1,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2377940,8.0,7.8,7.8,8.1,8.4,8.2,8.3,8.8,8.6,8.8,8.5,8.7
181-05,madín,lago de guadalupe-madín,mex-057d,13.8,"19.548802,-99.277386",1607,5.2,93.5,0.0,0.0,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588197,8.0,8.2,7.9,8.3,8.6,8.1,7.7,9.0,8.9,9.0,8.2,8.1
181-06,madín,la venta-madín,mex-057d,13.8,"19.544713,-99.277053",8599,0.4,96.9,0.0,0.3,1.3,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,3147306,7.5,7.7,7.7,8.2,8.5,8.2,7.9,8.1,8.9,9.6,8.9,8.8
181-07,madín,interlomas-madín,mex-057d,13.8,"19.548806,-99.277388",469,3.7,94.5,0.0,0.1,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171730,8.2,8.1,7.9,8.3,8.8,7.7,7.9,9.5,8.7,8.7,8.5,7.7
181-08,madín,huixquilucan-madín,mex-057d,13.8,"19.544712,-99.277051",427,4.1,93.5,0.0,0.0,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156227,8.3,8.3,7.9,8.6,8.9,8.1,8.0,9.2,8.4,8.7,8.1,7.5
181-09,madín,lomas verdes-madín,mex-057d,13.8,"19.544713,-99.277052",1183,3.4,95.2,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433007,8.0,8.2,8.0,7.8,8.3,8.2,7.6,9.1,8.5,9.4,7.8,9.1
181-10,madín,ent. san miguel-madín,mex-057d,13.8,"19.548796,-99.277387",1219,4.2,93.2,0.0,0.0,1.3,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,446082,8.3,7.8,7.9,7.8,8.3,7.9,8.0,8.9,8.4,8.9,8.5,9.3
182-01,san mateo nopala,lechería-san mateo nopala,mex-057d,21.2,"19.488190,-99.311035",126,3.9,69.6,0.0,0.1,11.9,7.0,0.9,5.9,0.6,0.0,0.0,0.1,0.0,45992,8.7,8.8,9.5,8.5,8.8,7.8,7.8,9.2,7.4,7.6,7.8,8.1
182-02,san mateo nopala,madín-san mateo nopala,mex-057d,21.2,"19.488191,-99.311037",417,6.3,78.0,0.0,0.2,12.4,2.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,152652,8.1,8.4,8.8,8.1,8.9,8.2,8.2,8.3,8.0,8.2,8.4,8.4
182-03,san mateo nopala,chamapa-san mateo nopala,mex-057d,21.2,"19.487341,-99.309852",2249,4.4,74.3,0.0,4.1,10.6,5.3,0.1,1.0,0.2,0.0,0.0,0.0,0.0,823129,8.1,7.8,8.6,8.3,8.7,8.2,8.1,8.7,8.1,8.7,8.3,8.4
182-04,san mateo nopala,atizapán-san mateo nopala,mex-057d,21.2,"19.488195,-99.311038",253,6.2,84.7,0.0,0.1,7.4,1.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,92484,8.2,8.3,8.8,8.2,8.4,8.1,8.2,9.0,8.4,8.5,7.9,8.0
182-05,san mateo nopala,lago de guadalupe-san mateo nopala,mex-057d,21.2,"19.488195,-99.311038",117,4.2,84.5,0.0,0.0,7.8,3.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,42844,7.7,7.8,8.2,8.0,9.2,7.9,8.2,9.5,9.0,9.1,7.6,7.8
182-06,san mateo nopala,la venta-san mateo nopala,mex-057d,21.2,"19.487341,-99.309852",1195,0.8,84.3,0.0,1.2,4.8,3.5,0.1,4.3,0.9,0.0,0.0,0.1,0.0,437292,7.7,7.8,8.5,8.4,8.5,8.7,8.1,7.8,8.4,8.9,8.7,8.5
182-07,san mateo nopala,interlomas-san mateo nopala,mex-057d,21.2,"19.487340,-99.309853",136,7.8,72.1,0.0,0.3,13.2,6.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,49835,8.9,7.2,8.2,9.4,8.5,8.7,7.6,8.1,8.1,8.7,8.4,8.2
182-08,san mateo nopala,huixquilucan-san mateo nopala,mex-057d,21.2,"19.487340,-99.309853",291,7.9,80.1,0.0,0.8,8.9,1.7,0.2,0.4,0.0,0.0,0.0,0.0,0.0,106434,7.6,7.1,7.6,8.3,8.9,8.1,7.8,10.2,8.6,9.6,7.9,8.3
182-09,san mateo nopala,lomas verdes-san mateo nopala,mex-057d,21.2,"19.487340,-99.309853",1860,3.4,89.7,0.0,0.2,5.1,1.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,680638,7.6,7.4,7.7,7.5,8.5,7.7,7.7,10.1,9.1,9.6,8.3,8.8
182-10,san mateo nopala,ent. san miguel-san mateo nopala,mex-057d,21.2,"19.488193,-99.311037",175,3.2,77.4,0.0,0.1,8.5,5.2,0.7,4.1,0.7,0.0,0.0,0.1,0.0,64042,7.5,6.9,7.6,7.0,8.0,7.2,7.6,11.5,9.5,9.8,8.2,9.2
183-01,cipreses,lechería-cipreses,mex-057d,24.343,"19.468824,-99.311362",190,0.7,87.7,0.0,6.9,2.2,2.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,69514,7.8,9.0,7.6,7.9,9.6,9.6,6.2,6.8,8.5,9.8,9.7,7.5
183-02,cipreses,madín-cipreses,mex-057d,24.343,"19.468824,-99.311362",28,2.8,89.5,0.0,0.1,5.4,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10191,8.4,8.7,8.8,8.1,10.9,9.9,7.6,7.0,6.4,8.4,8.7,7.1
183-03,cipreses,san mateo nopala-cipreses,mex-057d,24.343,"19.468823,-99.311362",291,4.9,84.2,0.0,1.0,7.2,2.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,106549,7.7,7.5,7.8,7.8,11.1,8.1,7.2,9.4,8.6,10.6,7.7,6.5
183-04,cipreses,atizapán-cipreses,mex-057d,24.343,"19.468824,-99.311362",42,6.0,89.9,0.0,0.6,3.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15343,7.6,8.3,8.7,6.7,9.4,8.3,7.1,7.8,8.5,9.5,9.7,8.4
183-05,cipreses,lago de guadalupe-cipreses,mex-057d,24.343,"19.468823,-99.311361",20,4.6,93.0,0.0,0.2,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7342,7.2,7.0,8.4,6.0,9.4,10.5,8.9,6.1,7.7,10.0,10.4,8.4
183-06,cipreses,lomas verdes-cipreses,mex-057d,24.343,"19.468824,-99.311362",42,1.6,95.8,0.0,0.3,1.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15500,8.0,8.6,9.7,7.9,10.5,10.5,6.9,5.7,6.7,9.4,9.0,7.1
183-07,cipreses,ent. san miguel-cipreses,mex-057d,24.343,"19.468824,-99.311361",26,2.9,91.5,0.0,0.8,3.4,0.6,0.2,0.4,0.2,0.0,0.0,0.0,0.0,9637,7.1,6.7,7.9,5.8,9.9,8.0,6.2,8.5,8.8,10.7,11.9,8.5
184-01,chamapa,lechería-chamapa,mex-057d,27.2,"19.431704,-99.296743",2740,0.4,62.4,0.0,0.7,9.0,6.2,0.6,16.8,1.1,0.0,0.0,2.8,0.0,1002925,7.7,7.6,7.8,8.3,8.7,8.2,8.2,8.6,8.5,9.0,8.6,8.8
184-02,chamapa,madín-chamapa,mex-057d,27.2,"19.440168,-99.297724",499,4.6,87.1,0.0,0.1,5.4,1.3,0.1,1.4,0.0,0.0,0.0,0.0,0.0,182526,8.2,7.9,7.9,8.2,8.6,8.4,8.3,8.7,8.3,8.6,8.4,8.5
184-03,chamapa,san mateo nopala-chamapa,mex-057d,27.2,"19.431702,-99.296745",1867,4.3,74.8,0.0,4.1,10.7,4.7,0.2,1.1,0.1,0.0,0.0,0.0,0.0,683310,7.9,7.6,8.6,8.5,8.5,8.4,8.3,8.9,8.1,8.5,8.3,8.4
184-04,chamapa,cipreses-chamapa,mex-057d,27.2,"19.440165,-99.297725",265,3.8,86.1,0.0,1.0,7.0,1.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,96999,7.0,7.4,8.0,7.2,12.0,9.4,7.1,9.6,10.1,7.7,8.2,6.3
184-05,chamapa,atizapán-chamapa,mex-057d,27.2,"19.440167,-99.297723",713,3.8,87.7,0.0,0.2,4.6,2.2,0.1,1.2,0.2,0.0,0.0,0.0,0.0,260980,8.0,7.4,8.0,7.6,8.4,8.1,7.8,9.0,9.1,9.2,8.3,9.1
184-06,chamapa,lago de guadalupe-chamapa,mex-057d,27.2,"19.440165,-99.297724",300,2.3,89.4,0.0,0.1,5.2,1.5,0.2,1.1,0.2,0.0,0.0,0.0,0.0,109847,7.0,7.1,7.2,7.0,8.8,7.5,7.3,10.4,10.2,10.8,7.9,8.8
184-07,chamapa,lomas verdes-chamapa,mex-057d,27.2,"19.440169,-99.297723",238,2.5,95.0,0.0,0.1,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87173,7.7,7.9,7.4,8.2,8.3,8.5,8.6,8.1,8.8,9.2,8.3,9.0
184-08,chamapa,ent. san miguel-chamapa,mex-057d,27.2,"19.440165,-99.297721",684,1.4,78.6,0.0,0.2,5.9,4.9,1.1,6.0,1.5,0.0,0.0,0.4,0.0,250393,8.3,7.7,7.8,7.9,8.5,8.3,8.3,8.8,8.2,8.7,8.4,9.1
185-01,huixquilucan,lechería-huixquilucan,mex-057d,30.0,"19.414395,-99.299694",117,2.1,88.9,0.0,0.2,5.1,2.1,0.2,1.2,0.2,0.0,0.0,0.0,0.0,42814,8.9,8.4,8.3,8.2,8.5,7.5,7.7,8.8,8.0,8.3,8.2,9.2
185-02,huixquilucan,lago de guadalupe-huixquilucan,mex-057d,30.0,"19.414394,-99.299695",99,2.0,95.2,0.0,0.1,2.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,36386,8.3,8.3,8.0,8.8,8.6,8.0,8.0,8.7,8.4,9.0,7.9,8.0
185-03,huixquilucan,atizapán-huixquilucan,mex-057d,30.0,"19.414394,-99.299695",249,3.5,94.4,0.0,0.0,1.3,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,90991,8.3,8.0,8.0,8.0,8.3,8.2,8.3,8.7,8.6,8.7,8.1,8.8
185-04,huixquilucan,madín-huixquilucan,mex-057d,30.0,"19.414395,-99.299694",307,2.8,94.4,0.0,0.0,1.9,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,112232,8.1,8.1,7.8,8.7,8.7,8.4,7.9,8.6,8.7,9.3,7.9,7.8
185-05,huixquilucan,san mateo nopala-huixquilucan,mex-057d,30.0,"19.414395,-99.299693",214,3.9,80.2,0.0,0.1,12.1,3.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,78363,8.6,8.2,8.4,9.3,8.4,8.2,8.3,8.4,7.5,8.0,8.1,8.6
185-06,huixquilucan,cipreses-huixquilucan,mex-057d,30.0,"19.414394,-99.299694",19,2.1,91.3,0.0,0.1,4.7,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7056,7.7,8.4,8.2,7.9,11.8,9.1,9.0,8.1,7.4,10.1,7.1,5.2
185-07,huixquilucan,lomas verdes-huixquilucan,mex-057d,30.0,"19.414394,-99.299696",198,2.3,96.2,0.0,0.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72411,7.4,7.8,7.3,8.4,8.6,7.7,7.5,9.1,9.8,10.2,8.4,7.8
185-08,huixquilucan,ent. san miguel-huixquilucan,mex-057d,30.0,"19.414393,-99.299696",205,1.3,93.2,0.0,0.1,3.2,1.4,0.1,0.4,0.3,0.0,0.0,0.0,0.0,74858,8.3,7.8,7.9,8.2,8.1,7.9,8.1,8.9,8.7,8.7,8.3,9.1
186-01,interlomas,lechería-interlomas,mex-057d,32.6,"19.395495,-99.294426",151,1.9,91.1,0.0,0.2,4.0,1.4,0.2,1.1,0.1,0.0,0.0,0.0,0.0,55097,9.2,8.5,7.9,8.1,8.9,7.5,7.7,9.2,8.4,8.7,7.8,8.1
186-02,interlomas,lago de guadalupe-interlomas,mex-057d,32.6,"19.395493,-99.294427",141,1.9,96.4,0.0,0.0,1.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,51605,7.9,8.1,7.7,8.5,8.9,8.2,7.9,9.1,9.0,9.9,7.5,7.3
186-03,interlomas,atizapán-interlomas,mex-057d,32.6,"19.395494,-99.294424",229,3.2,95.2,0.0,0.0,1.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,83766,8.0,7.7,7.4,8.0,8.6,8.0,8.3,9.0,9.3,9.6,8.2,7.9
186-04,interlomas,madín-interlomas,mex-057d,32.6,"19.395496,-99.294427",411,2.1,96.2,0.0,0.0,1.4,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,150358,8.1,8.1,8.1,8.9,8.6,8.0,7.9,8.7,8.8,9.3,8.2,7.3
186-05,interlomas,san mateo nopala-interlomas,mex-057d,32.6,"19.395493,-99.294427",115,3.3,80.4,0.0,0.1,12.1,3.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,42037,8.9,7.7,8.5,9.0,8.4,8.4,8.2,8.6,7.7,8.6,8.2,7.8
186-06,interlomas,cipreses-interlomas,mex-057d,32.6,"19.395495,-99.294426",18,2.3,92.4,0.0,0.2,2.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6522,8.8,8.8,7.1,6.8,10.3,9.7,6.9,9.0,8.1,11.0,7.5,6.0
186-07,interlomas,lomas verdes-interlomas,mex-057d,32.6,"19.395354,-99.294309",320,1.5,97.4,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116985,7.5,8.1,7.6,8.6,8.6,8.1,7.5,9.2,9.4,10.2,8.0,7.2
186-08,interlomas,ent. san miguel-interlomas,mex-057d,32.6,"19.395498,-99.294426",332,1.4,95.6,0.0,0.1,2.0,0.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,121346,8.5,7.9,7.5,8.1,8.3,7.8,8.1,9.1,8.9,9.3,8.3,8.2
187-01,lomas verdes,lago de guadalupe-lomas verdes,mex-057d,16.85,"19.519139,-99.286364",658,3.6,95.2,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240729,7.8,8.5,7.7,8.6,8.7,8.0,7.8,9.0,9.0,8.9,7.9,8.1
187-02,lomas verdes,chamapa-lomas verdes,mex-057d,16.85,"19.519137,-99.286364",469,2.5,95.1,0.0,0.1,1.9,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,171559,7.9,7.8,7.3,7.9,8.4,8.6,8.2,8.4,8.8,9.0,8.9,8.8
187-03,lomas verdes,san mateo nopala-lomas verdes,mex-057d,16.85,"19.519137,-99.286362",1648,3.5,89.8,0.0,0.2,4.8,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,603260,8.3,8.2,8.3,8.0,8.5,8.2,8.5,8.0,8.7,8.7,8.3,8.3
187-04,lomas verdes,madín-lomas verdes,mex-057d,16.85,"19.519139,-99.286367",611,3.8,94.6,0.0,0.0,1.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,223549,8.9,8.7,7.8,7.9,9.1,8.2,7.2,8.9,8.1,8.9,8.0,8.3
187-05,lomas verdes,atizapán-lomas verdes,mex-057d,16.85,"19.519139,-99.286364",2780,7.6,91.1,0.0,0.0,0.9,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1017567,8.3,8.3,7.7,8.2,8.2,8.1,8.3,8.7,8.5,8.8,8.3,8.6
187-06,lomas verdes,interlomas-lomas verdes,mex-057d,16.85,"19.519137,-99.286366",352,2.7,96.2,0.0,0.1,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128930,8.4,8.2,7.6,8.2,8.5,8.1,8.0,9.0,8.9,9.0,8.5,7.6
187-07,lomas verdes,huixquilucan-lomas verdes,mex-057d,16.85,"19.519137,-99.286364",295,4.6,94.0,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107968,8.2,8.2,7.5,8.1,8.5,8.3,8.3,8.6,8.7,9.0,8.5,8.1
187-08,lomas verdes,la venta-lomas verdes,mex-057d,16.85,"19.519137,-99.286360",6876,0.4,97.3,0.0,0.4,1.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2516571,7.8,7.9,7.6,8.2,8.5,8.2,8.0,8.5,8.7,9.2,8.8,8.6
187-09,lomas verdes,lechería-lomas verdes,mex-057d,16.85,"19.519141,-99.286358",83,2.9,90.9,0.0,0.7,2.5,0.9,0.1,2.0,0.0,0.0,0.0,0.0,0.0,30270,8.9,8.7,7.7,7.7,9.0,6.6,6.8,10.1,9.4,8.0,7.8,9.3
187-10,lomas verdes,lomas verdes-lomas verdes,mex-057d,16.85,"19.519137,-99.286366",2,7.2,84.2,0.0,0.0,4.7,3.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,600,13.7,7.7,6.5,5.5,6.3,15.7,8.3,7.2,6.3,11.2,7.0,4.6
187-11,lomas verdes,ent. san miguel-lomas verdes,mex-057d,16.85,"19.519139,-99.286364",365,2.7,95.4,0.0,0.6,0.8,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,133669,8.9,7.8,6.8,7.4,8.6,7.4,7.9,9.3,8.7,8.9,8.7,9.6
188-01,la venta gob.edo.,lechería-la venta,mex-057d,38.0,"19.348946,-99.306623",528,1.7,80.4,0.0,0.5,7.9,2.9,0.3,5.8,0.3,0.0,0.0,0.2,0.0,193224,9.0,8.4,9.0,8.6,8.8,8.1,7.5,8.5,7.3,8.0,8.1,8.7
188-02,la venta gob.edo.,lago de guadalupe-la venta,mex-057d,38.0,"19.348944,-99.306623",200,1.9,93.8,0.0,0.1,3.6,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,73123,7.9,8.0,8.8,8.2,8.7,8.7,8.2,9.0,8.3,8.5,7.7,8.0
188-03,la venta gob.edo.,atizapán-la venta,mex-057d,38.0,"19.348944,-99.306623",301,2.8,93.0,0.0,0.5,3.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,110156,8.3,7.9,9.0,8.1,8.6,8.5,8.0,8.5,7.9,7.8,8.4,9.0
188-04,la venta gob.edo.,madín-la venta,mex-057d,38.0,"19.348944,-99.306623",329,2.8,93.7,0.0,0.2,2.7,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,120254,8.1,8.1,8.4,8.3,8.6,8.7,8.0,8.6,8.1,8.6,8.4,8.1
188-05,la venta gob.edo.,san mateo nopala-la venta,mex-057d,38.0,"19.348944,-99.306621",92,3.6,87.2,0.0,0.8,6.2,1.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,33765,9.1,8.3,9.2,8.5,8.3,7.8,7.5,8.4,8.0,7.6,8.3,9.0
188-06,la venta gob.edo.,cipreses-la venta,mex-057d,38.0,"19.348946,-99.306621",10,1.9,92.3,0.0,0.4,3.6,0.5,1.2,0.1,0.0,0.0,0.0,0.0,0.0,3511,9.3,8.1,9.9,6.6,8.8,8.3,6.8,6.9,7.1,10.5,10.3,7.4
